depth	0.15-1.5	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	3.05-4.60	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	3.05-4.60	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	6	0.15-1.5	0.15-1.5	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	0.15-1.5	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	3.05-4.60	3.05-4.60	6
Euryarchaeota	2.64802E-05	0	0.024434094	0.00728464	0.080049631	0.014993857	0	0.019520993	0.057187931	0.040379835	0.113108764	6.39059E-05	4.28057E-06	0.027693796	0.026355905	0.00461085	0.044743594	1.17346E-05	0.038950133	0.042641717	0.014121036	0.027844043	0.062177872	0.0020431	0.075019211	7.08165E-05	0.007297075	0.006960742	6.95407E-05	0.00326829	0.009814956	0.005871562	0.004210989	0.103617158	0.000108228	0.005223469	0.000338845	0.001623867	0.051576258	0.017966356	0.027039617	0.001045291	0.022978959	0	1.17268E-05	0.008498844	0	0.022267159	0.014896063	0.010521133	0.001124663	0.014634589	0.00711899	0.063913668	0.018591053
Firmicutes	0.013743248	0.017351051	0.045631073	0.046940667	0.050666014	0.049544919	0.012424736	0.044207185	0.032324328	0.034281729	0.030123442	0.706128579	0.018727474	0.038932281	0.039002327	0.093374578	0.064939343	0.017965688	0.036764706	0.092020782	0.238307476	0.192800434	0.038129852	0.01728935	0.064448551	0.771687558	0.042519311	0.11081182	0.039889591	0.085251117	0.071019337	0.297809803	0.101290355	0.082984626	0.043173254	0.353080743	0.016021269	0.620713746	0.081677962	0.611336032	0.054222377	0.042836316	0.451402302	0.737918003	0.010776898	0.164869305	0.017766497	0.113381457	0.282414503	0.575489588	0.280663731	0.048134362	0.057370685	0.032318778	0.052928627
Gemmatimonadetes	0.050180066	0.032000156	0.031403804	0.023750512	0.026979958	0.030589474	0.034717138	0.010633386	0.011626569	0.030705127	0.022661672	3.1953E-05	0.035571498	0.010504543	0.015524711	0.009367613	0.016768553	0.046070079	0.011357764	0.008152403	0.003793612	0.006411956	0.042916661	0.067545508	0.012752488	0	0.044966443	0.008294218	0.071782006	0.004351273	0.021558076	0.013515016	0.022157582	0.019903772	0.024626858	0.01669119	0.132218911	0.005721299	0.013560531	0.011013622	0.016541598	0.041715378	0.017396791	0.000100206	0.040551158	0.00111054	0.040857799	0.012297491	0.010908612	0	0.004485844	0.054434862	0.032096525	0.028888666	0.028332449
Nitrospirae	0.004077958	0.001171928	0.012415238	0.008383801	0.023491315	0.026978913	0.001158331	0.017616506	0.021461908	0.020118386	0.021095621	0	0.002919346	0.020195912	0.019596438	0.020145718	0.027829337	0.0009153	0.014608991	0.014889752	0.007187194	0.008166408	0.011840389	0.004825412	0.013017784	0	0.0030233	0.012427992	0.002589052	0.013300393	0.020734147	0.006406604	0.011090629	0.006025985	0.002381023	0.019514438	0.002432731	0	0.014098161	0.011973469	0.015391595	0.003514105	0.003679595	0	0.00159484	0.004901061	0.002692413	0.007782925	0.010561356	0.001859888	0	0.010167953	0.009561781	0.019656321	0.013805014
Planctomycetes	0.025248914	0.018809451	0.015246535	0.003060411	0.039677064	0.034375548	0.039317678	0.033977781	0.03347466	0.019045405	0.026085488	0.010736196	0.026218463	0.034057406	0.031811617	0.019348061	0.047727345	0.02107536	0.032350788	0.039135761	0.024875158	0.022820503	0.029417352	0.044578598	0.038133965	3.54083E-05	0.028485501	0.014934926	0.029479889	0.025807886	0.025278501	0.009116556	0.039711826	0.043200589	0.017877348	0.028609527	0.027872143	3.77644E-05	0.041105011	8.61401E-05	0.038796816	0.030939249	0.021250225	2.86303E-05	0.035625916	0.035954881	0.028296063	0.028121987	0.038772871	0.015954925	0.005487538	0.029668634	0.026574073	0.036706648	0.044033818
Proteobacteria	0.338722063	0.384490179	0.152857015	0.085497532	0.185927467	0.282476243	0.240681448	0.176857596	0.181719582	0.288828484	0.188939385	0.19849182	0.232905562	0.32752991	0.256458601	0.359344753	0.240150771	0.207643925	0.210899147	0.228372899	0.281213956	0.223408686	0.214684615	0.319226702	0.204570404	0.18040507	0.269114854	0.573234478	0.371812497	0.51939701	0.296553086	0.260370777	0.309482336	0.186413716	0.388726546	0.24222917	0.29829622	0.244901813	0.217177415	0.188671351	0.271997438	0.368355179	0.278577223	0.236214498	0.383312811	0.315705422	0.356067362	0.275012345	0.186715682	0.284034134	0.429229465	0.294979573	0.341214241	0.177229851	0.312548679
Synergistetes	0.005176888	6.51071E-06	0.020489154	0.009051919	0.023274318	0.048692425	0	0.113619968	0.026038585	0.04213237	0.047027575	0	0	0.0358589	0.038310334	0.034338187	0.024889931	0	0.060093876	0.03803751	0.013190967	0.028197458	0.011473147	0	0.023428352	0	0.007585159	0.015334969	0.001321272	0.020315612	0.037877404	0.01438359	0.034702609	0.020366104	0.004653817	0.020038624	0.000121637	1.88822E-05	0.045336409	0	0.055086092	0.000295707	0.013839527	2.86303E-05	0	0.032641617	0.002658115	0.028709822	0.022475812	0	0.001491012	0.00956877	0.002442791	0.029111401	0.024821935
Thaumarchaeota	0.018695053	0.006328413	0.103823667	0.277268907	0.102094299	0.094793939	0.008463463	0.084432261	0.067976402	0.060766466	0.087606706	6.39059E-05	0.015452841	0.056142385	0.060684772	0.051808835	0.083779418	0.014257551	0.093747309	0.062346878	0.04427658	0.059600894	0.071510884	0.005431156	0.047025944	0	0.029397239	0.023415831	0.005959099	0.008871763	0.038053657	0.023882319	0.031100438	0.047001113	0.008382774	0.012709215	0.002875835	1.88822E-05	0.060200622	0	0.041317602	0.012364697	0.032894229	4.29455E-05	0.001805922	0.015877969	0.008042941	0.023231207	0.044568445	0.003063346	0.003184411	0.044212438	0.069602087	0.115120332	0.078292377
Thermotogae	0	0	0.015086095	0.000926744	0.022117	0.014224941	0	0.026042418	0.025709919	0.016058942	0.013772032	0.003323108	0	0.010008299	0.027489169	0.008064124	0.022349625	0.000997442	0.022338731	0.010433387	0.011530846	0.016610499	0.067179961	0.001416823	0.034579918	0	0.006752564	0.015254961	0.000283512	0.022070626	0.058664639	0.007532276	0.030051919	0.013039322	0.014423881	0.020903072	6.08183E-05	0	0.028107181	2.46114E-05	0.010551395	0.001492291	0.007883927	0	0	0.004189765	0.002177939	0.006184016	0.008609541	1.82342E-05	2.56188E-06	0.023095778	0.023581655	0.032597196	0.020995361
Verrucomicrobia	0.020892914	0.01788493	0.002585918	0.00206901	0.004134071	0.00410367	0.013397296	0.003635839	0.00285118	0.001108747	0.00102868	0	0.015564136	0.003982469	0.00304878	0.003248996	0.004675177	0.012250933	0.001959349	0.001372814	3.33358E-06	0.008280006	0.000848456	0.026806706	0.005397395	0	0.007638977	0.0021869	0.018626198	0.002668781	0.001488595	0.002647414	0.002743062	0.002868024	0.019117054	9.19625E-06	0.01326707	1.88822E-05	0.002211804	2.46114E-05	0.002875006	0.017584277	6.43849E-06	0	0.015561419	0.015625574	0.016351694	0.003856192	1.19743E-05	0.001458736	0.017710247	0.005810259	0.00512986	0.003686256	0.001128783
